Year;Rank;School;Location;Median_VCE_Score
2022;44;Bayswater Secondary College;Bayswater;25
2022;45;Bayview College;Portland;26
2022;46;Beaconhills College Berwick;Berwick;31
2022;47;Beaconhills College Pakenham;Pakenham;30
2022;48;Beaufort Secondary College;Beaufort;27
2022;49;Beaumaris Secondary College;Beaumaris;31
2022;50;Beechworth Secondary College;Beechworth;25
2022;201;Gilson College Taylors Hill;Taylors Hill;28
2022;202;Gippsland Grammar;Sale;30
2022;203;Girton Grammar School;Bendigo;32
2022;204;Gisborne Secondary College;Gisborne;27
2022;205;Gladstone Park Secondary College;Gladstone Park;27
2022;206;Glen Eira College;Caulfield East;31
2022;207;Glen Waverley Secondary College;Glen Waverley;33
2022;208;Gleneagles Secondary College;Endeavour Hills;27
2022;209;Glenroy Private;Glenroy;20
2022;210;Glenroy Secondary College;Glenroy;21
2022;211;Good News Lutheran College;Tarneit;29
2022;212;Good Shepherd College;Hamilton;27
2022;213;Gordon Institute of TAFE;Geelong;28
2022;214;Goroke P-12 College;Goroke;32
2022;215;Goulburn Ovens Institute of TAFE;Shepparton;0
2022;216;Goulburn Valley Grammar School;Shepparton;34
2022;217;Grace Christian College Wodonga;Leneva;0
2022;218;Greater Shepparton Secondary College Hawdon St Campus;Shepparton;N/A
2022;219;Greater Shepparton Secondary College Wanganui Campus;Shepparton;25
2022;220;Greek Orthodox Community of Melbourne and Victoria;Melbourne;N/A
2022;221;Greek Orthodox Community of Mentone and Districts;Mentone;N/A
2022;222;Greensborough Secondary College;Greensborough;28
2022;223;Grovedale College;Grovedale;26
2022;224;Haileybury Albert Einstein School;Ho Chi Minh City, Vietnam;N/A
2022;225;Haileybury College;Keysborough;36
2022;226;Haileybury College Tianjin Campus;Tianjin, China;N/A
2022;227;Haileybury Girls College;Keysborough;36
2022;228;Haileybury Ningbo Li Hui Li High School;Ningbo, China;N/A
2022;229;Haileybury Qingdao No 19 High School;Qingdao, China;N/A
2022;230;Haileybury Rendall School;Berrimah, NT;29
2022;231;Haileybury Wuhan Foreign Language School;Wuhan, China;N/A
2022;232;Hallam Secondary College;Hallam;25
2022;233;Hampton Park Secondary College;Hampton Park;27
2022;234;Hawkesdale College;Hawkesdale;21
2022;235;Hazel Glen College;Doreen;27
2022;236;Healesville High School;Healesville;25
2022;237;Heathdale Christian College;Werribee;30
2022;238;Heatherton Christian College;Clarinda;28
2022;239;Heathmont College;Heathmont;26
2022;240;Heritage College Officer;Officer;26
2022;241;Hester Hornbrook Academy;Melbourne;0
2022;242;Heywood and District Secondary College;Heywood;0
2022;243;Highvale Secondary College;Glen Waverley;31
2022;244;Highview Christian Community College;Maryborough;27
2022;245;Hillcrest Christian College;Clyde North;30
2022;246;Holmes Grammar School;Melbourne;26
2022;247;Holmesglen Institute of TAFE Moorabbin;Moorabbin;0
2022;248;Holy Trinity Lutheran College;Horsham;31
2022;249;Homestead Senior Secondary College;Point Cook;28
2022;250;Hopetoun P-12 College;Hopetoun;28
2022;251;Hoppers Crossing Secondary College;Hoppers Crossing;28
2022;252;Horsham College;Horsham;32
2022;253;Hume Anglican Grammar;Mickleham;31
2022;254;Hume Central Secondary College Town Park;Broadmeadows;27
2022;255;Huntingtower School;Mount Waverley;36
2022;256;Ilim College Kiewa Campus Dallas;Dallas;25
2022;257;Ilim College of Australia;Broadmeadows;28
2022;258;Iranian Cultural School;Doncaster East;N/A
2022;259;Islamic College of Melbourne;Tarneit;30
2022;260;Ivanhoe Girls Grammar School;Ivanhoe;34
2022;261;Ivanhoe Grammar School Plenty;Doreen;34
2022;262;Ivanhoe Grammar School Ridgeway;Ivanhoe;32
2022;263;John Fawkner College;Fawkner;18
2022;264;John Monash Science School;Clayton;35
2022;265;John Paul College;Frankston;28
2022;266;Kambrya College;Berwick;30
2022;267;Kangan Institute of TAFE;Broadmeadows;0
2022;268;Kaniva P-12 College;Kaniva;28
2022;269;Kardinia International College;Bell Post Hill;32
2022;270;Keilor Downs College;Keilor Downs;29
2022;271;Kensington Community High School;Kensington;0
2022;272;Kerang Christian College;Kerang;33
2022;273;Kerang Technical High School;Kerang;28
2022;274;Kew High School;Kew East;30
2022;275;Keysborough Secondary College Acacia;Keysborough;28
2022;276;Keysborough Secondary College Banksia;Springvale South;26
2022;277;Kilbreda College;Mentone;31
2022;278;Killester College;Springvale;29
2022;279;Kilvington Grammar School;Ormond;34
2022;280;Kings College;Warrnambool;29
2022;281;Kingswood College;Box Hill;32
2022;282;Kolbe Catholic College;Greenvale Lakes;25
2022;283;Koo Wee Rup Secondary College;Koo Wee Rup;28
2022;284;Koonung Secondary College;Mont Albert North;31
2022;285;Korean Language School of Melbourne;Prahran;N/A
2022;286;Korowa Anglican Girls School;Glen Iris;36
2022;287;Korumburra Secondary College;Korumburra;25
2022;288;Kurnai College Churchill Campus;Churchill;27
2022;289;Kurnai College University Campus;Churchill;N/A
2022;290;Kurunjang Secondary College;Melton;24
2022;291;Kyabram Secondary College;Kyabram;28
2022;292;Kyneton High School;Kyneton;26
2022;293;Lac Hong Vietnamese School Footscray;Footscray;N/A
2022;294;Lac Hong Vietnamese School St Albans;St Albans;N/A
2022;295;Lake Bolac College;Lake Bolac;0
2022;296;Lakes Entrance Secondary College;Lakes Entrance;28
2022;297;Lakeside Lutheran College;Pakenham;25
2022;298;Lakeview Senior College;Caroline Springs;26
2022;299;Lalor North Secondary College;Epping;23
2022;300;Lalor Secondary College;Lalor;27
2022;301;Lara Secondary College;Lara;25
2022;302;Lauriston Girls School;Armadale;36
2022;303;Lavalla Catholic College;Traralgon;28
2022;304;Lavers Hill K-12 College;Lavers Hill;23
2022;305;Laverton P-12 College;Laverton;22
2022;306;Leibler Yavneh College;Elsternwick;34
2022;307;Leongatha Secondary College;Leongatha;27
2022;308;Lighthouse Christian College;Keysborough;32
2022;309;Lighthouse Christian College Cranbourne;Cranbourne;30
2022;310;Lilydale Heights College;Lilydale;25
2022;311;Lilydale High School;Lilydale;28
2022;312;Little Yarra Steiner School;Yarra Junction;0
2022;313;Loreto College;Ballarat;31
2022;314;Loreto Mandeville Hall;Toorak;35
2022;315;Lorne P-12 College;Lorne;0
2022;316;Lowanna College;Newborough;26
2022;317;Lowther Hall Anglican Grammar School;Essendon;35
2022;318;Loyola College;Watsonia;30
2022;319;Luther College;Croydon Hills;32
2022;320;Lynall Hall Community School;Richmond;0
2022;321;Lyndale Secondary College;Dandenong North;27
2022;322;Lyndhurst Secondary College;Cranbourne;28
2022;323;MacKillop Catholic Regional College;Werribee;31
2022;324;Macleod College;Macleod;27
2022;325;Macrobertson Girls High School;Melbourne;36
2022;326;Maffra Secondary College;Maffra;27
2022;327;Mallacoota P-12 College;Mallacoota;31
2022;328;Malvern Russian Community School;Malvern East;N/A
2022;329;Manangatang P-12 College;Manangatang;27
2022;330;Manor Lakes P-12 College;Wyndham Vale;24
2022;331;Mansfield Secondary College;Mansfield;31
2022;332;Maranatha Christian School;Endeavour Hills;31
2022;333;Marcellin College;Bulleen;30
2022;334;Marian College Ararat;Ararat;29
2022;335;Marian College Myrtleford;Myrtleford;28
2022;336;Marian College Sunshine West;Sunshine West;28
2022;337;Maribyrnong Secondary College;Maribyrnong;28
2022;338;Marist College Bendigo;Maiden Gully;29
2022;339;Marist Sion College;Warragul;29
2022;340;Mary MacKillop Catholic College;Leongatha;30
2022;341;Maryborough Education Centre;Maryborough;26
2022;342;Marymede Catholic College;South Morang;30
2022;343;Mater Christi College;Belgrave;31
2022;344;Matthew Flinders Girls Secondary College;Geelong;28
2022;345;Mazenod College;Mulgrave;32
2022;346;MBCTA Youth Theatre;Boronia;N/A
2022;347;McClelland Secondary College;Frankston;30
2022;348;McKinnon Secondary College;McKinnon;33
2022;349;Meisha Academy Guangzhou;Guangzhou, China;N/A
2022;350;Melba Secondary College;Croydon;27
2022;351;Melbourne Girls College;Richmond;32
2022;352;Melbourne Girls Grammar;South Yarra;34
2022;353;Melbourne Grammar School;Melbourne;35
2022;354;Melbourne High School;South Yarra;36
2022;355;Melbourne International School of Japanese;Oakleigh South;N/A
2022;356;Melbourne Polytechnic;Preston;0
2022;357;Melbourne Rudolf Steiner School;Warranwood;31
2022;358;Melbourne Swedish Community School Association;Toorak;N/A
2022;359;Melton Christian College;Brookfield;26
2022;360;Melton Secondary College;Melton;27
2022;361;Mentone Girls Grammar School;Mentone;35
2022;362;Mentone Girls Secondary College;Mentone;30
2022;363;Mentone Grammar School;Mentone;34
2022;364;Mercy College;Coburg;29
2022;365;Mercy Regional College;Camperdown;25
2022;366;Mernda Central P-12 College;Mernda;25
2022;367;Methodist Ladies College;Kew;34
2022;368;Mildura Senior College;Mildura;27
2022;369;Mill Park Secondary College;Epping;25
2022;370;Minaret College Officer;Officer;27
2022;371;Minaret College Springvale;Springvale;27
2022;372;Mirboo North Secondary College;Mirboo North;24
2022;373;Monbulk College;Monbulk;25
2022;374;Monivae College;Hamilton;28
2022;375;Monterey Secondary College;Frankston North;24
2022;376;Montmorency Secondary College;Montmorency;28
2022;377;Mooroolbark College;Mooroolbark;29
2022;378;Mordialloc College;Mordialloc;30
2022;379;Mornington Secondary College;Mornington;28
2022;380;Mortlake College;Mortlake;31
2022;381;Mount Alexander 7-12 College;Flemington;29
2022;382;Mount Beauty Secondary College;Mount Beauty;27
2022;383;Mount Clear College;Mount Clear;28
2022;384;Mount Eliza Secondary College;Mount Eliza;29
2022;385;Mount Erin College;Frankston South;26
2022;386;Mount Evelyn Christian School;Mount Evelyn;29
2022;387;Mount Hira College;Keysborough;29
2022;388;Mount Lilydale Mercy College;Lilydale;29
2022;389;Mount Ridley P-12 College;Craigieburn;23
2022;390;Mount Rowan Secondary College;Wendouree;26
2022;391;Mount Scopus Memorial College;Burwood;37
2022;392;Mount St Joseph Girls College;Altona;30
2022;393;Mount Waverley Secondary College;Mount Waverley;30
2022;394;Mountain District Christian School;Monbulk;29
2022;395;Mountain District Community College;Ferntree Gully;0
2022;396;Mullauna College;Mitcham;30
2022;397;Murrayville Community College;Murrayville;21
2022;398;Murtoa P-12 College;Murtoa;24
2022;399;Myrtleford P-12 College;Myrtleford;29
2022;400;Nagle College;Bairnsdale;28
2022;401;Narre Warren South P-12 College;Narre Warren South;30
2022;402;Nathalia Secondary College;Nathalia;31
2022;403;Nazareth College;Noble Park North;28
2022;404;Neerim District Secondary College;Neerim South;23
2022;405;Nestoras College Doncaster;Doncaster;N/A
2022;406;New Century Chinese Language School;Burwood East;N/A
2022;407;New Chinese Language and Culture School Thornbury;Thornbury;N/A
2022;408;Newcomb Secondary College;Newcomb;25
2022;409;Newhaven College;Rhyll;27
2022;410;Nhill College;Nhill;29
2022;411;Noble Park Secondary College;Noble Park;26
2022;412;North Geelong Secondary College;Geelong North;28
2022;413;Northcote High School;Northcote;31
2022;414;Northern Bay P-12 College;Corio;26
2022;415;Northern College of Arts and Technology;Preston;29
2022;416;Northside Christian College;Bundoora;31
2022;417;Norwood Secondary College;Ringwood;28
2022;418;Nossal High School;Berwick;36
2022;419;Notre Dame College;Shepparton;28
2022;420;Numurkah Secondary College;Numurkah;26
2022;421;Nunawading Christian College;Nunawading;32
2022;422;Oakleigh Grammar;Oakleigh;31
2022;423;Oberon High School;Armstrong Creek;30
2022;424;Officer Secondary College;Officer;24
2022;425;OneSchool Global Vic;Melton West;31
2022;426;Orbost Secondary College;Orbost;26
2022;427;Our Lady of Mercy College;Heidelberg;32
2022;428;Our Lady of Sacred Heart College;Bentleigh;31
2022;429;Our Lady of Sion College;Box Hill;33
2022;430;Ouyen Secondary College;Ouyen;31
2022;431;Overnewton Anglican College;Keilor;30
2022;432;Oxley Christian College;Chirnside Park;31
2022;433;Ozford College;Melbourne;22
2022;434;Padua College;Mornington;29
2022;435;Pakenham Secondary College;Pakenham;28
2022;436;Parade College;Bundoora;30
2022;437;Parkdale Secondary College;Mordialloc;30
2022;438;Parkville College;Parkville;0
2022;439;Pascoe Vale Girls Secondary College;Pascoe Vale;28
2022;440;Patterson River Secondary College;Seaford;25
2022;441;Peninsula Grammar;Mount Eliza;32
2022;442;Peninsula Grammar Pudong Foreign Language School;Shanghai, China;N/A
2022;443;Peninsula International School Australia Malaysia Campus;Selangor, Malaysia;N/A
2022;444;Penleigh and Essendon Grammar School;Keilor East;34
2022;445;Penola Catholic College;Broadmeadows;27
2022;446;Peter Lalor Secondary College;Lalor;0
2022;447;Philippine Language School of Victoria;Braybrook;N/A
2022;448;Phoenix P-12 Community College;Sebastopol;28
2022;449;Plenty River College;South Morang;0
2022;450;Plenty Valley Christian College;Doreen;31
2022;451;Point Cook Senior Secondary College;Point Cook;27
2022;452;Portland Secondary College;Portland;26
2022;453;Presbyterian Ladies College;Burwood;35
2022;454;Preston Reservoir Adult Community Education;Reservoir;0
2022;455;Princes Hill Secondary College;Princes Hill;32
2022;456;Rainbow P-12 College;Rainbow;23
2022;457;Red Cliffs Secondary College;Red Cliffs;20
2022;458;Red Rock Christian College;Sunbury;29
2022;459;Reservoir High School;Reservoir;27
2022;460;Richmond High School;Richmond;29
2022;461;Ringwood Secondary College;Ringwood;30
2022;462;River Nile School;North Melbourne;0
2022;463;Robinvale College;Robinvale;25
2022;464;Rochester Secondary College;Rochester;29
2022;465;Rosebud Secondary College;Rosebud;28
2022;466;Rosehill Secondary College;Niddrie;28
2022;467;Rowville Secondary College;Rowville;26
2022;468;Roxburgh College;Roxburgh Park;24
2022;469;Rushworth P-12 College;Rushworth;27
2022;470;Rutherglen High School;Rutherglen;23
2022;471;Ruyton Girls School;Kew;36
2022;472;Sacre Coeur;Glen Iris;36
2022;473;Sacred Heart College Geelong;Newtown;31
2022;474;Sacred Heart College Kyneton;Kyneton;30
2022;475;Sacred Heart College Yarrawonga;Yarrawonga;30
2022;476;Sacred Heart Girls College;Hughesdale;32
2022;477;Saint Ignatius College;Drysdale;30
2022;478;Sale College;Sale;24
2022;479;Salesian College Chadstone;Chadstone;31
2022;480;Salesian College Sunbury;Sunbury;28
2022;481;Sandringham College;Sandringham;30
2022;482;Santa Maria College;Northcote;30
2022;483;Scoresby Secondary College;Scoresby;27
2022;484;Scotch College;Hawthorn;35
2022;485;SEDA College;Hawthorn East;0
2022;486;Serbian Ethnic School Vuk Karadzic;St Albans;N/A
2022;487;Seymour College;Seymour;25
2022;488;Shelford Girls Grammar;Caulfield;36
2022;489;Shepparton Adult and Community Education;Shepparton;0
2022;490;Shepparton Christian College;Shepparton;29
2022;491;Sherbrooke Community School;Sassafras;30
2022;492;Siena College;Camberwell;34
2022;493;Simonds Catholic College;Fitzroy North;29
2022;494;Sirius College Broadmeadows Campus;Broadmeadows;29
2022;495;Sirius College Dandenong Campus;Keysborough;30
2022;496;Sirius College Ibrahim Dellal Campus Sunshine;Sunshine West;32
2022;497;Sirius College Meadow Fair Campus;Broadmeadows;29
2022;498;Somerville Secondary College;Somerville;28
2022;499;South Oakleigh Secondary College;Oakleigh South;30
2022;500;South West Institute of TAFE;Warrnambool;0
2022;501;Southern Cross Grammar;Caroline Springs;31
2022;502;Springside West Secondary College;Fraser Rise;30
2022;503;Springvale Indo-Chinese Ethnic School Inc.;Springvale South;N/A
2022;504;St Albans Secondary College;St Albans;31
2022;505;St Aloysius College;North Melbourne;31
2022;506;St Andrews Christian College;Wantirna South;33
2022;507;St Arnaud Secondary College;St Arnaud;25
2022;508;St Augustines College;Kyabram;30
2022;509;St Bedes College;Mentone;29
2022;510;St Bernards College;Essendon;31
2022;511;St Brigids College;Horsham;26
2022;512;St Catherines School;Toorak;37
2022;513;St Columbas College;Essendon;32
2022;514;St Francis Xavier College;Beaconsfield;29
2022;515;St Helena Secondary College;Eltham North;29
2022;516;St Johns Greek Orthodox College;Preston;30
2022;517;St Johns Regional College;Dandenong;25
2022;518;St Josephs College Echuca;Echuca;29
2022;519;St Josephs College Ferntree Gully;Ferntree Gully;30
2022;520;St Josephs College Geelong;Newtown;30
2022;521;St Josephs College Mildura;Mildura;28
2022;522;St Kevins College;Toorak;35
2022;523;St Leonards College;Brighton East;34
2022;524;St Margarets Berwick Grammar Berwick Campus;Berwick;34
